task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
create_vectorizer,2024-05-28T14:02:34,assignment2_vectorizer,aac64ed7-5fca-4a4f-b3c0-0db2006bfc1e,0.0036301612854003906,4.014206805246987e-08,8.223906442668226e-06,62.5,0.0,141.20075225830078,7.967154184977214e-08,0,1.4282326494594597e-07,2.224948067957181e-07,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.39,3.12.3,2.4.2,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
save_vectorizer,2024-05-28T14:02:34,assignment2_vectorizer,aac64ed7-5fca-4a4f-b3c0-0db2006bfc1e,0.004976987838745117,4.3652884532116986e-08,8.569785546669619e-06,62.5,0.0,141.20075225830078,8.418742153379653e-08,0,1.577667323317655e-07,2.4195415386556205e-07,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.39,3.12.3,2.4.2,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
