task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
load_data,2024-05-28T16:22:54,assignment4_plotting,9c97f522-a419-46de-a4f9-730e23003d2d,0.023401260375976562,2.3149721391399453e-07,9.015000931316016e-06,42.5,0.0,141.20075225830078,3.01822026570638e-07,0,9.81293925906357e-07,1.283115952476995e-06,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.39,3.12.3,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
emotion_distribution,2024-05-28T16:22:56,assignment4_plotting,9c97f522-a419-46de-a4f9-730e23003d2d,1.890716791152954,1.7392940896910625e-05,9.203981446976198e-06,42.5,0.0,141.20075225830078,2.2307705051369137e-05,0,7.409587384270253e-05,9.640357889407167e-05,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.39,3.12.3,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
relative_frequency,2024-05-28T16:22:57,assignment4_plotting,9c97f522-a419-46de-a4f9-730e23003d2d,1.5237579345703125,1.4000463914940891e-05,9.200217682320223e-06,42.5,0.0,141.20075225830078,1.7963006926907433e-05,0,5.9637143362647286e-05,7.760015028955474e-05,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.39,3.12.3,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
